iter	RMSE
0	0.1563170823
1	0.1478478586
2	0.1398685568
3	0.1324449211
4	0.1256305788
5	0.1193444196
6	0.1135239726
7	0.1080813294
8	0.1032039463
9	0.09858478862
10	0.09436623202
11	0.09041772255
12	0.0868119323
13	0.08339133686
14	0.08041559621
15	0.07767911545
16	0.07516814984
17	0.07276722736
18	0.07065954765
19	0.06872689356
20	0.06687571782
21	0.06525968745
22	0.06375708024
23	0.06236703679
24	0.06106962844
25	0.05986364139
26	0.05884720156
27	0.05791413181
28	0.05711400484
29	0.05635191256
30	0.05562424484
31	0.05493847076
32	0.05441084974
33	0.05388343039
34	0.05339192038
35	0.05283616682
36	0.05242600126
37	0.05197840339
38	0.0516766247
39	0.05130159037
40	0.05097470414
41	0.05067184557
42	0.05037772919
43	0.05009290016
44	0.0498406105
45	0.04958304084
46	0.04943006979
47	0.04923760864
48	0.04900019952
49	0.04879775749
50	0.0486493922
51	0.04837974229
52	0.04823812595
53	0.04812843437
54	0.04793825214
55	0.04776891385
56	0.04765073578
57	0.04746502561
58	0.04733681337
59	0.04722132334
60	0.04714977983
61	0.04697719455
62	0.04694292621
63	0.04681381997
64	0.04665209116
65	0.04653658787
66	0.04646552692
67	0.04637889704
68	0.04626693997
69	0.04614205485
70	0.04614130857
71	0.04602842449
72	0.04602696208
73	0.04591633604
74	0.04591365759
75	0.04591085399
76	0.04581138847
77	0.04580993166
78	0.04571433045
79	0.04571376191
80	0.04571128863
81	0.04571076669
82	0.04571037748
83	0.0457099775
84	0.0455701001
85	0.04546890828
86	0.04534773401
87	0.04524544329
88	0.04511116663
89	0.04500834191
90	0.04488971609
91	0.04483407649
92	0.04471138896
93	0.044635841
94	0.04463577304
95	0.04454042561
96	0.04453986971
97	0.04446291844
98	0.04435734163
99	0.04435723812
100	0.0443571494
101	0.04428266156
102	0.04428254307
103	0.04428252826
104	0.04424537247
105	0.04424527797
106	0.04424517976
107	0.04424516494
108	0.04417298285
109	0.04417296615
110	0.04407278745
111	0.04399700759
112	0.04399693119
113	0.04399681379
114	0.04399666099
115	0.04392918275
116	0.04377308403
117	0.04371532371
118	0.04371530683
119	0.04359875737
120	0.04351464644
121	0.04347983079
122	0.04341775472
123	0.04335955698
124	0.04331145502
125	0.04331145312
126	0.0431724814
127	0.04306836903
128	0.04301737812
129	0.04300076302
130	0.04290827906
131	0.04290203999
132	0.04281750634
133	0.04280240545
134	0.04280134617
135	0.04273693025
136	0.04260241806
137	0.04248362611
138	0.04238512611
139	0.04234981167
140	0.04224230354
141	0.04213196807
142	0.04206167974
143	0.04192169218
144	0.04192147901
145	0.04189798605
146	0.04189798605
147	0.04189146148
148	0.04188450721
149	0.04178051151
150	0.0417799444
151	0.0417798188
152	0.04168324729
153	0.04163604032
154	0.04163604032
155	0.04158691284
156	0.04158680638
157	0.04158680638
158	0.04153763448
159	0.04146266888
160	0.04146260165
161	0.04144287857
162	0.04130633774
163	0.04127454797
164	0.04122136997
165	0.04111783059
166	0.04111656242
167	0.04106860226
168	0.04103981884
169	0.0410302725
170	0.04098538812
171	0.04093651323
172	0.04084902411
173	0.04075000337
174	0.04066622601
175	0.0405781804
176	0.04057410086
177	0.04055739855
178	0.04049511251
179	0.04041340964
180	0.04039184478
181	0.04038238686
182	0.04024892785
183	0.04021765995
184	0.04013011956
185	0.04005308869
186	0.03999567325
187	0.03998876859
188	0.03996628329
189	0.03987709114
190	0.0397960931
191	0.03969741172
192	0.03967399256
193	0.03962056802
194	0.03961725699
195	0.03953580751
196	0.03951540075
197	0.03951228426
198	0.03950287934
199	0.03949495646
200	0.03944217494
201	0.03943418789
202	0.03934931344
203	0.03927535422
204	0.03927478224
205	0.03926755874
206	0.03926612641
207	0.03919260849
208	0.03918151774
209	0.03915933101
210	0.03909623108
211	0.03903778848
212	0.03899583125
213	0.03899450458
214	0.03899064835
215	0.03893498909
216	0.03882525362
217	0.03881309257
218	0.03879346592
219	0.03878846734
220	0.03875570597
221	0.03874295173
222	0.03873668309
223	0.03864208806
224	0.03858825259
225	0.03858721999
226	0.03857393819
227	0.03857018871
228	0.03849496049
229	0.03840138196
230	0.03834651584
231	0.0383163552
232	0.03827004245
233	0.03822285635
234	0.03811148994
235	0.03809130592
236	0.03803681378
237	0.03801773525
238	0.03800915985
239	0.03796879105
240	0.03788990653
241	0.03783978299
242	0.03783916981
243	0.03775256632
244	0.03771535332
245	0.03765952475
246	0.03760052151
247	0.03755062958
248	0.03752389336
249	0.03752166685
250	0.03749965683
251	0.037466274
252	0.0374659939
253	0.03746001496
254	0.03743572175
255	0.03738174122
256	0.03730913807
257	0.03725442395
258	0.03723090387
259	0.03722423523
260	0.03715823547
261	0.03714640711
262	0.03712352311
263	0.03706062267
264	0.03703855007
265	0.0369947953
266	0.03694354055
267	0.03686394334
268	0.03685848624
269	0.03682716372
270	0.03680349423
271	0.03679008215
272	0.03679006878
273	0.03675978308
274	0.03667693486
275	0.03666891007
276	0.03666888547
277	0.03661702563
278	0.03659163503
279	0.03652367621
280	0.03641546068
281	0.03635977157
282	0.03632731943
283	0.03622106377
284	0.03620468237
285	0.03618678917
286	0.03618102259
287	0.03617745229
288	0.0361313478
289	0.03607882098
290	0.03606903109
291	0.03604920341
292	0.03601452622
293	0.03598258639
294	0.03592227577
295	0.03590324393
296	0.03586538428
297	0.03584877973
298	0.03582105138
299	0.03577366596
300	0.03570161392
301	0.03567279097
302	0.0356548493
303	0.03565466189
304	0.03563662942
305	0.03561390103
306	0.03557179702
307	0.03555552
308	0.03550831014
309	0.03550537419
310	0.03546279685
311	0.03545785824
312	0.03543444716
313	0.03538710938
314	0.03534529191
315	0.03531021018
316	0.03530126157
317	0.03528020881
318	0.03523374119
319	0.03521441755
320	0.03516519471
321	0.03516140002
322	0.03514512889
323	0.03511695117
324	0.0350132804
325	0.0349894383
326	0.03497043802
327	0.03495580781
328	0.0349418625
329	0.03491816182
330	0.03490984546
331	0.03490718564
332	0.03489902171
333	0.034861031
334	0.0348558907
335	0.03484749478
336	0.03482727416
337	0.03482711055
338	0.03482107407
339	0.0348209328
340	0.03481713708
341	0.03478695204
342	0.03474251852
343	0.03473986831
344	0.0347249143
345	0.03470985346
346	0.03470886728
347	0.0346990134
348	0.03468238824
349	0.0346645016
350	0.0346290794
351	0.03462894918
352	0.03459675276
353	0.03459302606
354	0.03457845668
355	0.03457836065
356	0.03457565517
357	0.03455385899
358	0.03455378899
359	0.03454306255
360	0.03452905382
361	0.03452869409
362	0.03450920493
363	0.03450827004
364	0.03450632058
365	0.03450482486
366	0.03449421391
367	0.0344602631
368	0.03445411713
369	0.03443852482
370	0.03434085818
371	0.03433834529
372	0.03430951335
373	0.0342729205
374	0.03423682976
375	0.03418396653
376	0.03418301435
377	0.03411341768
378	0.03410907812
379	0.03410853008
380	0.03403195556
381	0.03402956201
382	0.03402849468
383	0.03402690085
384	0.03399412216
385	0.03396797298
386	0.03395552707
387	0.03395104055
388	0.03394868839
389	0.03393904622
390	0.03393235403
391	0.03393174031
392	0.03391787794
393	0.03391281831
394	0.03391071374
395	0.03387671421
396	0.03387659805
397	0.03386766644
398	0.03385802178
399	0.03385224843
400	0.03385065599
401	0.03380161927
402	0.03378718788
403	0.03376921431
404	0.03374741232
405	0.03371939052
406	0.03371772129
407	0.0337173991
408	0.0337172994
409	0.03367734027
410	0.03367700796
411	0.03367679129
412	0.03365648119
413	0.03364295016
414	0.03362408631
415	0.03360431527
416	0.03360423842
417	0.03359022137
418	0.03357663189
419	0.03354659541
420	0.03353885688
421	0.03353784605
422	0.03350541966
423	0.03347726877
424	0.03347673855
425	0.03343254394
426	0.03341578062
427	0.03334599762
428	0.03329526351
429	0.03325796518
430	0.03324895246
431	0.03321819147
432	0.03321043074
433	0.0331978984
434	0.03317487453
435	0.03317368826
436	0.03315616228
437	0.03315004287
438	0.03311876794
439	0.0331142609
440	0.03307374919
441	0.03307204489
442	0.0330382804
443	0.03302521105
444	0.03299538326
445	0.03299294806
446	0.03298786089
447	0.03298224596
448	0.03296912331
449	0.03289248851
450	0.03283387813
451	0.03280351645
452	0.03279980722
453	0.0327947026
454	0.03273727831
455	0.03270091932
456	0.03269856876
457	0.03265989365
458	0.03264913511
459	0.0326430902
460	0.03263983372
461	0.03263381471
462	0.03260854841
463	0.03259737805
464	0.03259729631
465	0.03259593432
466	0.03259265552
467	0.0325916493
468	0.03259004809
469	0.03254578807
470	0.0325344122
471	0.03252821868
472	0.03252663956
473	0.03252411632
474	0.03252235297
475	0.03251705477
476	0.03250687697
477	0.0325035791
478	0.03249898043
479	0.03249847714
480	0.03248217955
481	0.03245247539
482	0.03243998385
483	0.03243415274
484	0.03240664743
485	0.03240663858
486	0.03240122277
487	0.03240044593
488	0.03240005751
489	0.0323865724
490	0.03238636482
491	0.03238599521
492	0.03237974165
493	0.03235447079
494	0.03235156413
495	0.03235094323
496	0.03234432548
497	0.03232240071
498	0.03231475847
499	0.03231404426
500	0.03231360025
501	0.03231252952
502	0.03230375809
503	0.0323034954
504	0.0322589477
505	0.03222157825
506	0.03222126019
507	0.03222103118
508	0.03222071312
509	0.03220725092
510	0.03220705109
511	0.03220687544
512	0.03220671761
513	0.03220377597
514	0.03220352775
515	0.03219116501
516	0.03217837202
517	0.0321777758
518	0.03217218513
519	0.03216493416
520	0.03216479142
521	0.03213819848
522	0.03213805434
523	0.03213792423
524	0.03213770101
525	0.03213759259
526	0.03213292113
527	0.03212166194
528	0.0321159696
529	0.03210792968
530	0.03210786074
531	0.03208420159
532	0.03208411471
533	0.03208336341
534	0.0320832842
535	0.03207160112
536	0.03206748253
537	0.03206237127
538	0.03205366056
539	0.03205331909
540	0.03204847802
541	0.03202637247
542	0.03198402274
543	0.0319824693
544	0.03197934167
545	0.03197321885
546	0.03196249338
547	0.03193680123
548	0.03191257723
549	0.03191245391
550	0.03191234472
551	0.03191218415
552	0.0319066009
553	0.03190336305
554	0.03188535739
555	0.03181964414
556	0.03181946377
557	0.03177388396
558	0.03174110201
559	0.03172409617
560	0.03172106067
561	0.03167081449
562	0.03166612207
563	0.03165451425
564	0.03165423322
565	0.03165405839
566	0.0316507934
567	0.0316454011
568	0.03164011152
569	0.03163766271
570	0.03162496858
571	0.03162434638
572	0.03162114833
573	0.0316141872
574	0.03155190064
575	0.03151909461
576	0.03151852754
577	0.03148066462
578	0.03148006561
579	0.03146434926
580	0.03143459355
581	0.031434514
582	0.03142198307
583	0.03141837691
584	0.0314047705
585	0.03140158011
586	0.03140062058
587	0.03140037645
588	0.03139976677
589	0.03138501988
590	0.03138494934
591	0.03138475342
592	0.03138358569
593	0.03137831077
594	0.03137655488
595	0.0313617291
596	0.03136156179
597	0.03136099318
598	0.03135805195
599	0.03129804557
600	0.03129799187
601	0.03125125799
602	0.03124784727
603	0.03124779611
604	0.0312477515
605	0.0312472661
606	0.03122564492
607	0.03122217758
608	0.03122192943
609	0.03122187691
610	0.03119424098
611	0.03119389011
612	0.03119385462
613	0.03116707905
614	0.03116703827
615	0.03112064123
616	0.03112060961
617	0.03112024868
618	0.03110502266
619	0.03110490932
620	0.03110486188
621	0.031100523
622	0.03108566975
623	0.03108306515
624	0.03105080939
625	0.03105079091
626	0.03105038428
627	0.03104420368
628	0.03104156919
629	0.03104127602
630	0.03103311354
631	0.03103286784
632	0.03102044557
633	0.03101643588
634	0.03101621119
635	0.03101363381
636	0.0309721785
637	0.03097197467
638	0.03097186482
639	0.03095857725
640	0.03095847662
641	0.03095838128
642	0.03095819192
643	0.03095818795
644	0.03095810585
645	0.03090436972
646	0.03088292926
647	0.03086808419
648	0.0308615815
649	0.03086138889
650	0.03086132779
651	0.03085663583
652	0.03085656541
653	0.0308503234
654	0.03084899856
655	0.03082711002
656	0.03081351392
657	0.03081343675
658	0.03080378201
659	0.03080367022
660	0.03080366889
661	0.03079452892
662	0.03079400842
663	0.03079400709
664	0.03079312847
665	0.03076976936
666	0.03076971341
667	0.03074426185
668	0.03074258176
669	0.03074251375
670	0.03068163621
671	0.03068144114
672	0.03065634153
673	0.0306514684
674	0.0305904673
675	0.03059041906
676	0.03057844177
677	0.03057839485
678	0.03055918598
679	0.03055271415
680	0.03054495661
681	0.03051654513
682	0.03051637587
683	0.03051290182
684	0.030512793
685	0.03051241279
686	0.03051233218
687	0.0305002167
688	0.03050012262
689	0.03049076528
690	0.03049056899
691	0.03045378504
692	0.03042383324
693	0.03042363517
694	0.03041940531
695	0.03041933119
696	0.03041831507
697	0.0304182167
698	0.03041813179
699	0.03041403999
700	0.03041396317
701	0.03041389038
702	0.03039932195
703	0.03039921542
704	0.0303990091
705	0.03039139172
706	0.03039132968
707	0.03039086567
708	0.03034983883
709	0.03034966054
710	0.03034835437
711	0.03034832601
712	0.03034824361
713	0.03034808422
714	0.03034797346
715	0.03034790186
716	0.03034783838
717	0.0303477992
718	0.03034765737
719	0.03034764656
720	0.03034755876
721	0.03034735749
722	0.03034731427
723	0.03034726293
724	0.03034439367
725	0.03032686551
726	0.03031212137
727	0.0302860633
728	0.0302636457
729	0.03026356985
730	0.03026342084
731	0.03024202481
732	0.03023012103
733	0.03023005323
734	0.03023000305
735	0.03022994203
736	0.03022989728
737	0.03022807332
738	0.03022803535
739	0.03022312842
740	0.03022307146
741	0.03022302127
742	0.03020330816
743	0.03018339067
744	0.03015245246
745	0.03013548331
746	0.03012575008
747	0.03012567933
748	0.03010926555
749	0.03004711049
750	0.03004708593
751	0.03004703
752	0.03002178095
753	0.03000405614
754	0.03000388262
755	0.03000386349
756	0.03000379518
757	0.02999619634
758	0.02999618267
759	0.02999617037
760	0.02998903026
761	0.02998897832
762	0.02998773026
763	0.02998209355
764	0.02998204432
765	0.02994107478
766	0.02994105562
767	0.02991201298
768	0.02991199927
769	0.0298955052
770	0.02988755376
771	0.02988754965
772	0.0298870545
773	0.02988695437
774	0.02988695025
775	0.02982948994
776	0.02982948719
777	0.02979339232
778	0.02979339094
779	0.02979339232
780	0.02978297197
781	0.02975313436
