iter	Passed	Remaining
943	226542	13438
944	226596	13188
945	226674	12939
946	226741	12689
947	226807	12440
948	226888	12193
949	226972	11945
950	227050	11698
951	227127	11451
952	227204	11205
953	227283	10959
954	227348	10712
955	227418	10466
956	227469	10220
957	227525	9975
958	227581	9729
959	227652	9485
960	227752	9242
961	227859	9000
962	227949	8758
963	228043	8516
964	228149	8274
965	228242	8033
966	228326	7791
967	228390	7550
968	228539	7311
969	228648	7071
970	228813	6833
971	228977	6596
972	229095	6357
973	229272	6120
974	229485	5884
975	229761	5649
976	229988	5414
977	230137	5176
978	230375	4941
979	230660	4707
980	230820	4470
981	231220	4238
982	231547	4004
983	231746	3768
984	231802	3529
985	232016	3294
986	232215	3058
987	232462	2823
988	232765	2588
989	232984	2353
990	233284	2118
991	233568	1883
992	233915	1648
993	234100	1413
994	234289	1177
995	234427	941
996	234606	705
997	234712	470
998	234851	235
999	234989	0
